Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,9,,4929,Non Forest,NA,1994,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,4930,Primary degraded,NA,1996,Low,yes,high,Sample complete!,1998,1996,Degraded - Selective Logging,high,,1999,1998,Cleared - Abandoned/transitional,high,,2003,2002,Cleared - Tree plantations,high,,Hutan Tanaman,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Tree plantations,Disagree - major,Yes,2014,Yes,High,Zuraidah checked,,,2014,2013,Cleared - Tree plantations,High,,,,,,,,,,,,
Kalimantan,,9,,4931,Primary intact,NA,1991,high,yes,high,Sample complete!,1999,1991,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4932,Non Forest,NA,1990,high,yes,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4933,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4934,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4935,Non Forest,NA,1992,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4936,Primary degraded,NA,1990,low,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4937,Primary intact,NA,1990,high,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4938,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4939,Primary intact,NA,1998,high,yes,high,Sample complete!,2013,2012,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4940,Primary degraded,NA,1990,high,yes,high,Sample complete!,1999,1997,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4941,Primary intact,NA,2000,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4942,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4943,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4944,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4945,Primary intact,NA,1996,high,yes,high,Sample complete!,2006,2005,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4946,Primary intact,NA,1990,Low,Yes,Low,Sample complete!,2003,2002,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4947,Primary intact,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4948,Primary intact,NA,1990,high,yes,high,Sample complete!,1996,1990,Degraded - Selective Logging,high,,2014,2013,Cleared - Abandoned/transitional,Low,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4949,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4950,Primary intact,NA,1994,high,yes,high,Sample complete!,2002,2001,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4951,Primary degraded,NA,1997,Low,Yes,Low,Sample complete!,2013,2012,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4952,Non Forest,NA,1991,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,No,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4953,Primary intact,NA,1997,high,yes,high,Sample complete!,2004,2003,Degraded - Selective Logging,high,,2005,2004,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Nearby clearing ,Disagree - minor,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4954,Primary degraded,NA,1994,high,Yes,high,Sample complete!,2012,2011,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4955,Primary intact,NA,1994,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4956,Primary intact,NA,1994,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4957,Primary intact,NA,1992,high,yes,high,Sample complete!,1999,1997,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4958,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4959,Non Forest,NA,1990,low,yes,high,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4960,Non Forest,NA,1992,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4961,Non Forest,NA,1994,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4962,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4963,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4964,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4965,Primary degraded,NA,1991,Low,yes,high,Sample complete!,2003,2002,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4966,Non Forest,NA,1990,High,yes,high,Sample complete!,,,,,degraded by natural disturb,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4967,Non Forest,NA,1994,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4968,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2009,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4969,Primary degraded,NA,1990,High,Yes,high,Sample complete!,1999,1998,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4970,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4971,Primary degraded,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4972,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4973,Primary degraded,NA,1993,high,yes,high,Sample complete!,2002,2001,Degraded - Selective Logging,high,,2005,2004,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4974,Primary degraded,NA,1994,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,9,,4975,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove,,  ,Agree,Yes,2007,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4976,Primary degraded,NA,1991,Low,Yes,high,Sample complete!,2003,2002,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4977,Primary degraded,NA,1990,Low,yes,high,Sample complete!,1994,1990,Degraded - Selective Logging,High,near clearing,1998,1994,Cleared - Tree plantations,Low,,2006,2005,Cleared - Palm estates,High,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Tree plantations Cleared - Palm estates,Disagree - minor,Yes,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4978,Primary degraded,NA,1991,Low,yes,high,Sample complete!,1999,1994,Degraded - Selective Logging,high,,2001,2000,Cleared - Other,High,,,,,,,Tambak,,Degraded - Selective Logging Cleared - Other ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,9,,4979,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4980,Primary degraded,NA,1993,Low,yes,high,Sample complete!,1995,1994,Cleared - Small-holder land use,low,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4981,Primary intact,NA,1998,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4982,Non Forest,NA,1994,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4983,Primary intact,NA,1998,Low,yes,high,Sample complete!,1999,1998,Degraded - Fire,low,,2002,2001,Cleared - Abandoned/transitional,low,,2012,2011,Cleared - Tree plantations,High,,Hutan Tanaman,,Degraded - Fire Cleared - Abandoned/transitional Cleared - Tree plantations,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4984,Primary intact,NA,1991,high,yes,high,Sample complete!,1997,1991,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4985,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2013,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4986,Primary intact,NA,1990,high,Yes,high,Sample complete!,2010,2009,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,No,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4987,Primary degraded,NA,1990,Low,yes,high,Sample complete!,1993,1990,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4988,Primary degraded,NA,1993,Low,yes,high,Sample complete!,1999,1993,Degraded - Selective Logging,low,,2001,2000,Degraded - Selective Logging,Low,,2002,2001,Cleared - Abandoned/transitional,Low,,Belukar,,Degraded - Selective Logging Degraded - Selective Logging Cleared - Abandoned/transitional,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4989,Primary intact,NA,1994,high,no,low,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,4990,Primary degraded,NA,1990,Low,yes,high,Sample complete!,1998,1997,Cleared - Abandoned/transitional,High,,2015,2014,Cleared - Palm estates,Low,,,,,,,Perkebunan,Sawit,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4991,Primary degraded,NA,1990,high,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - minor,Yes,2013,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4992,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4993,Non Forest,NA,1990,high,yes,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,karet,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4994,Non Forest,NA,1992,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,pixel was on a logging road,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4995,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2017,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4996,Primary intact,NA,1992,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4997,Primary intact,NA,1990,high,yes,high,Sample complete!,1997,1991,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4998,Primary intact,NA,1998,High,yes,high,Sample complete!,2013,2012,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4999,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,5000,Primary intact,NA,1990,high,yes,high,Sample complete!,1997,1993,Degraded - Selective Logging,high,,1999,1997,Cleared - Abandoned/transitional,High,,,,,,,Belukar Rawa,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5001,Non Forest,NA,1990,Low,yes,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,No,2016,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5002,Primary intact,NA,1993,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5003,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5004,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2013,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5005,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5006,Primary degraded,NA,1990,high,yes,high,Sample complete!,2009,2008,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Agree,Yes,2006,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5007,Non Forest,NA,1990,high,yes,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5008,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,2006,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5009,Primary degraded,NA,1992,high,yes,high,Sample complete!,1998,1997,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5010,Primary degraded,NA,1992,high,yes,high,Sample complete!,1995,1994,Degraded - Fire,Low,,1998,1996,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Degraded - Fire Cleared - Palm estates ,Disagree - minor,Yes,2008,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5011,Primary degraded,NA,1990,high,yes,high,Sample complete!,1992,1991,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,Low,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5012,Primary intact,NA,1990,high,yes,high,Sample complete!,1999,1995,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5013,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5014,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5015,Primary intact,NA,1992,high,yes,high,Sample complete!,1993,1992,Degraded - Selective Logging,High,,1997,1993,Cleared - Abandoned/transitional,high,,2006,2005,Cleared - Abandoned/transitional,High,,Belukar,post harvesting tree plantation (HTI),Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,none,Yes,High,Zuraidah checked,,Diana edited,2009,2008,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,
Kalimantan,,9,,5016,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5017,Primary degraded,NA,1994,Low,yes,high,Sample complete!,2002,2001,Degraded - Selective Logging,high,,2008,2007,Degraded - Selective Logging,Low,,2010,2009,Cleared - Tree plantations,High,,Hutan Tanaman,,Degraded - Selective Logging Degraded - Selective Logging Cleared - Tree plantations,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5018,Non Forest,NA,1992,low,yes,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5019,Primary intact,NA,1991,Low,yes,high,Sample complete!,1994,1993,Degraded - Selective Logging,high,,1996,1994,Cleared - Abandoned/transitional,high,,,,,,,Perkebunan,nursery area of oil palm plantation,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - minor,No,2014,No,High,Zuraidah checked,nursery area of oil palm plantation,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5020,Primary intact,NA,1990,high,yes,high,Sample complete!,1997,1994,Degraded - Selective Logging,high,,2010,2009,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5021,Primary degraded,NA,1993,low,yes,high,Sample complete!,1996,1993,Cleared - Palm estates,high,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Disagree - minor,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5022,Primary degraded,NA,1990,Low,yes,high,Sample complete!,1999,1997,Degraded - Selective Logging,High,,2003,2002,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5023,Non Forest,NA,1994,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,5024,Primary degraded,NA,1990,high,yes,high,Sample complete!,1992,1990,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5025,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5026,Primary degraded,NA,1996,high,yes,high,Sample complete!,1999,1996,Cleared - Abandoned/transitional,high,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5027,Primary degraded,NA,1997,high,no,high,Sample complete!,2006,2005,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5028,Primary intact,NA,1990,high,yes,high,Sample complete!,1999,1997,Cleared - Abandoned/transitional,High,,2003,2002,Cleared - Fire,High,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional Cleared - Fire ,Disagree - minor,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5029,Primary intact,NA,1992,high,yes,high,Sample complete!,2001,2000,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,No,2013,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,5030,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2014,No,High,Zuraidah checked,,,,,,,,,,,,,,,,,,
