Island Group,Check,SPOT data is cloudy; LULC from GE 2014,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final intepreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sumatera,Same sample ID,OK,9,7552,7552,7552,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7553,7553,7553,Primary intact,NA,1990,High,Yes,High,,1995,1994,Degraded - Fire,High,,1998,1997,Cleared - Fire,High,,,,,,,Belukar,,Degraded - Fire Cleared - Fire ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7554,7554,7554,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,kebun campuran,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7555,7555,7555,Non Forest,Natural regrowth,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7556,7556,7556,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7557,7557,7557,Primary degraded,NA,1991,High,Yes,High,"identifikasi pertama tahun 1991, tahun 1990 pixel berwarna hitam",1992,1991,Degraded - Nearby clearing,High,,1999,1993,Cleared - Abandoned/transitional,Low,,2006,2005,Cleared - Palm estates,High,,Perkebunan,Sawit,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7558,7558,7558,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,sawit,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7559,7559,7559,Non Forest,NA,1990,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,kebun campur di antara permukiman,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7560,7560,7560,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7561,7561,7561,Non Forest,NA,1991,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,sawit,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7562,7562,7562,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,7563,7563,7563,Primary degraded,NA,1990,High,Yes,High,,1996,1994,Cleared - Tree plantations,High,,2001,2000,Cleared - Tree plantations,High,,2008,2007,Cleared - Tree plantations,High,clearing terjadi di tahun 2008 dan 2013,Hutan Tanaman,HTI,Cleared - Tree plantations Cleared - Tree plantations Cleared - Tree plantations,Disagree - minor,No,none,Yes,High,Diana checked,Cleared once more for tree plantations (2013),,2013,2012,Cleared - Tree plantations,High,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7564,7564,7564,Primary degraded,NA,1990,High,Yes,High,,1998,1997,Cleared - Small-holder land use,Low,,2014,2013,Cleared - Palm estates,Low,Smallholder oil palm (non-plasma?),,,,,,Perkebunan,sawit,Cleared - Small-holder land use Cleared - Palm estates ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,7565,7565,7565,Primary degraded,NA,1995,High,Yes,High,"data teridentifikasi pertama tahun 1995, data tahun sebelumnya berwarna hitam",1998,1997,Cleared - Tree plantations,High,,2012,2011,Cleared - Tree plantations,High,,2015,2014,Cleared - Fire,High,,Hutan Tanaman,HTI,Cleared - Tree plantations Cleared - Tree plantations Cleared - Fire,Disagree - minor,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7566,7566,7566,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,kebun campur dekat permukiman,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7567,7567,7567,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,sawit,  ,Agree,Yes,2008,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7568,7568,7568,Primary degraded,NA,1993,Low,Yes,High,"data teridentifikasi pertama tahun 1993, data tahun sebelumnya berwarna hitam",2000,1999,Cleared - Small-holder land use,Low,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2016,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7569,7569,7569,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,sawit,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7570,7570,7570,Primary degraded,NA,1991,High,No,Low,"data teridentifikasi pertama di tahun 1991, citra 1990 berwarna gelap",,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7571,7571,7571,Primary degraded,NA,1990,High,Yes,High,,1998,1996,Degraded - Nearby clearing,High,,2006,2005,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7572,7572,7572,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2007,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7573,7573,7573,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,sawit,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7574,7574,7574,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7575,7575,7575,Primary intact,NA,1990,High,Yes,High,,2014,2013,Cleared - Small-holder land use,High,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Agree,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7576,7576,7576,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7577,7577,7577,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Agree,Yes,2010,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7578,7578,7578,Primary degraded,NA,1990,Low,Yes,High,,1995,1994,Cleared - Small-holder land use,High,,2013,2012,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering,grassland,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - major,Yes,2015,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7579,7579,7579,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7580,7580,7580,Primary degraded,NA,1990,Low,Yes,High,,1996,1994,Cleared - Abandoned/transitional,High,,2000,1999,Cleared - Palm estates,High,,,,,,,Perkebunan,sawit,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Diana checked,Abandoned but palm infrastructure already  in place after first clearing,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7581,7581,7581,Primary degraded,NA,1991,High,Yes,Low,,1996,1994,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,7582,7582,7582,Primary intact,NA,1991,High,Yes,High,"first identification of pixel in 1991, pixel in 1990 has black colour",2002,2000,Cleared - Tree plantations,High,,2007,2006,Cleared - Tree plantations,High,,2014,2011,Cleared - Tree plantations,High,,Hutan Tanaman,HTI,Cleared - Tree plantations Cleared - Tree plantations Cleared - Tree plantations,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7583,7583,7583,Primary intact,NA,1993,Low,Yes,High,"first identification in 1993, previous pixels are black",2016,2015,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,No,2005,No,Low,Diana checked,"Logging road visible in 2005 GE image, but unclear whether it was built before or after 1990 (not visible in Landsat)",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7584,7584,7584,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Perkebunan,karet,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7585,7585,7585,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7586,7586,7586,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7587,7587,7587,Non Forest,NA,1993,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7588,7588,7588,Primary intact,NA,1990,High,Yes,High,,1999,1996,Cleared - Fire,High,,2006,2005,Cleared - Tree plantations,High,,2014,2013,Cleared - Tree plantations,Low,,Hutan Tanaman,,Cleared - Fire Cleared - Tree plantations Cleared - Tree plantations,Disagree - major,Yes,none,No,High,Diana checked,,Diana edited,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7589,7589,7589,Primary degraded,Forest fragment,1990,High,Yes,High,,1995,1994,Degraded - Nearby clearing,High,,1997,1995,Cleared - Abandoned/transitional,Low,,,,,,,Awan,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,No,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7590,7590,7590,Primary degraded,Forest fragment,1993,High,Yes,High,,2016,2015,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7591,7591,7591,Primary intact,NA,1992,High,Yes,High,,2003,2002,Degraded - Selective Logging,Low,,2004,2003,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Abandoned/transitional,High,,Lahan Terbuka,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7592,7592,7592,Primary intact,NA,1991,High,Yes,High,,2009,2008,Cleared - Abandoned/transitional,High,,2011,2010,Cleared - Abandoned/transitional,High,,2014,2013,Cleared - Palm estates,Low,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - minor,No,none,No,High,Diana checked,,Diana edited,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7593,7593,7593,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2010,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7594,7594,7594,Primary degraded,Forest fragment,1990,High,Yes,High,,2014,2013,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7595,7595,7595,Primary intact,NA,1996,High,Yes,High,,2001,2000,Cleared - Abandoned/transitional,High,,2007,2006,Cleared - Abandoned/transitional,High,,2011,2010,Cleared - Palm estates,Low,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7596,7596,7596,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7597,7597,7597,Primary intact,NA,1990,High,Yes,High,,1992,1990,Cleared - Abandoned/transitional,High,,1996,1995,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Diana checked,Clear evidence of palm infrastructure at first clearing; high res imagery adjacent to pixel available for 2013,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7598,7598,7598,Primary intact,NA,1990,High,Yes,High,,1992,1990,Degraded - Nearby clearing,High,,1999,1998,Cleared - Palm estates,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - minor,Yes,2006,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7599,7599,7599,Primary degraded,Forest fragment,1993,High,Yes,High,,1997,1995,Degraded - Nearby clearing,High,,2009,2008,Degraded - Nearby clearing,High,,2015,2014,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Small-holder land use,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7600,7600,7600,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7601,7601,7601,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7602,7602,7602,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7603,7603,7603,Primary degraded,NA,1991,High,Yes,High,,2007,2006,Cleared - Abandoned/transitional,High,,2011,2010,Cleared - Palm estates,Low,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - major,Yes,2014,No,High,Diana checked,"Definitely part of a palm estate, but unclear whether pixel itself planted with palm as of 2016",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7604,7604,7604,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7605,7605,7605,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7606,7606,7606,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7607,7607,7607,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7608,7608,7608,Primary intact,NA,1990,High,Yes,High,,2001,2000,Degraded - Selective Logging,High,,2006,2005,Cleared - Abandoned/transitional,High,,2010,2009,Cleared - Palm estates,High,,Perkebunan,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7609,7609,7609,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7610,7610,7610,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7611,7611,7611,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7612,7612,7612,Primary intact,NA,1990,High,Yes,High,,2014,2013,Degraded - Nearby clearing,High,,2016,2015,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7613,7613,7613,Non Forest,NA,1993,Low,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7614,7614,7614,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7615,7615,7615,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7616,7616,7616,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7617,7617,7617,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,Kebun Campur,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7618,7618,7618,Primary intact,NA,1990,Low,Yes,High,,2003,2002,Degraded - Nearby clearing,High,,2015,2014,Degraded - Nearby clearing,High,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7619,7619,7619,Primary intact,NA,1993,High,Yes,High,,2002,2001,Degraded - Nearby clearing,High,nearby clearing by selective logging,2005,2004,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7620,7620,7620,Non Forest,NA,1990,Low,No,Low,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7621,7621,7621,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7622,7622,7622,Primary degraded,Forest fragment,1991,High,Yes,High,,2014,2013,Degraded - Nearby clearing,High,There's palm plantation nearby the pixel,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7623,7623,7623,Primary intact,NA,1990,High,Yes,High,,1998,1997,Degraded - Nearby clearing,High,There's palm plantation nearby the pixel,2000,1999,Cleared - Abandoned/transitional,High,,2005,2004,Cleared - Palm estates,High,,Perkebunan,Sawit,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Palm estates,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7624,7624,7624,Primary intact,NA,1990,High,Yes,High,,1994,1990,Cleared - Abandoned/transitional,High,Nearby clearing by road building,2007,2006,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7625,7625,7625,Non Forest,NA,1991,High,No,High,,,,,,,,,,,,,,,,,Pemukiman,Pixel berada di jalan di sekitar perkebunan sawit,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7626,7626,7626,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Fire,High,Nearby selective logging,2004,2003,Degraded - Nearby clearing,Low,,,,,,,Hutan Sekunder,,Degraded - Fire Degraded - Nearby clearing ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7627,7627,7627,Primary degraded,Forest fragment,1990,High,Yes,High,,1995,1994,Degraded - Nearby clearing,High,,2008,2007,Degraded - Nearby clearing,High,,2011,2010,Cleared - Palm estates,High,,Perkebunan,Sawit,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Palm estates,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7628,7628,7628,Non Forest,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7629,7629,7629,Non Forest,NA,1990,Low,No,Low,,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,7630,7630,7630,Primary intact,NA,1990,Low,Yes,High,,1995,1994,Degraded - Fire,Low,,1997,1996,Cleared - Fire,High,,,,,,,Pertanian Lahan Kering,,Degraded - Fire Cleared - Fire ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7631,7631,7631,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7632,7632,7632,Primary degraded,NA,1990,High,Yes,High,,1998,1996,Degraded - Nearby clearing,High,,2000,1999,Degraded - Nearby clearing,High,Clearing for Tree Plantations,2015,2014,Cleared - Palm estates,High,,Perkebunan,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Palm estates,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7633,7633,7633,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Diana checked,"Logging road outside white circle, but there is a clear dip in NDVI the within the pixel for two years after the logging road was established",,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7634,7634,7634,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,7635,7635,7635,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,7636,7636,7636,Primary degraded,NA,1990,Low,Yes,High,,1998,1997,Degraded - Nearby clearing,High,,1999,1998,Cleared - Small-holder land use,High,,2015,2014,Cleared - Small-holder land use,Low,,Pertanian Lahan Kering,,Degraded - Nearby clearing Cleared - Small-holder land use Cleared - Small-holder land use,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7637,7637,7637,Primary degraded,Forest fragment,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7638,7638,7638,Primary degraded,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,No,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,7639,7639,7639,Primary intact,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
